Respondent_ID,Age_Group,City_Tier,Occupation,Monthly_Reading_Hours,Primary_Format,Reading_Motivation,Attention_Span,Aesthetic_Importance,Influence_Source,Design_Language,Comp_Tea_Coffee,Comp_Scented_Candle,Comp_Music,Comp_Snacks,Annotation_Style,Inv_Kindle,Inv_Reading_Light,Inv_Bookmarks,Inv_Scented_Candles,Inv_Planner,Favorite_Genre,Gifting_Frequency,Monthly_Lifestyle_Spend,Price_Threshold_Cheap,Price_Threshold_Expensive,Coffee_Benchmark,Customization_Premium,Eco_Importance,Material_Preference,AI_Trust,Subscription_Interest,Final_Intent
RESP_2010,18-24,Tier 1,Other,12,Physical Books,Learn/Grow,<15m,3,Bestseller Lists,Minimalist/Modern,1,0,1,0,None,0,0,0,0,0,Self-Help,1-3,7798,765,2598,Yes,No,1,Genuine Leather,No,One-time Purchase,Maybe
RESP_2011,25-34,Tier 3,Creative/Freelancer,9,E-books/Kindle,Learn/Grow,15-30m,3,Bestseller Lists,Minimalist/Modern,1,0,1,0,Sticky Tabs,0,1,0,0,0,Thriller/Mystery,0,5106,631,2272,Yes,No,4,Metallic,No,Monthly Surprise Box,No
RESP_2012,25-34,Tier 3,Corporate,7,Physical Books,Escape/Relax,15-30m,5,Bestseller Lists,Dark Academia/Vintage,0,0,0,0,Dog-ear,0,0,0,1,1,Sci-Fi,1-3,3967,685,2999,No,Yes,5,Recycled Wood,No,One-time Purchase,Maybe
RESP_2013,25-34,Tier 1,Creative/Freelancer,14,Physical Books,Digital Detox,30-60m,5,Peer Recommendations,Traditional Indian/Ikat,1,1,1,0,Dog-ear,0,0,0,1,0,Self-Help,0,5946,509,2689,Yes,Yes,3,Genuine Leather,No,Monthly Surprise Box,Yes
RESP_2014,18-24,Tier 2,Student,9,Hybrid,Digital Detox,<15m,1,Social Media/Influencers,Minimalist/Modern,1,1,0,1,None,0,0,0,1,1,Sci-Fi,4-6,4506,479,1939,No,No,1,Genuine Leather,Yes,Monthly Surprise Box,No
RESP_2015,18-24,Tier 2,Student,7,E-books/Kindle,Escape/Relax,15-30m,2,Bestseller Lists,Minimalist/Modern,1,0,1,1,Sticky Tabs,1,1,0,0,1,Mythology/History,1-3,5843,712,2492,Yes,No,2,Metallic,Yes,Monthly Surprise Box,No
RESP_2016,35+,Tier 1,Creative/Freelancer,100,Hybrid,Learn/Grow,<15m,5,Peer Recommendations,Dark Academia/Vintage,1,0,0,0,None,1,0,0,0,1,Mythology/History,1-3,12636,978,3929,Yes,Yes,5,Genuine Leather,Yes,One-time Purchase,No
RESP_2017,18-24,Tier 3,Creative/Freelancer,8,Audiobooks,Escape/Relax,15-30m,1,Social Media/Influencers,Minimalist/Modern,0,1,0,1,None,0,1,0,1,0,Sci-Fi,0,2860,383,2147,No,No,1,Metallic,No,Monthly Surprise Box,No
RESP_2018,18-24,Tier 2,Student,10,Physical Books,Social Status,30-60m,3,Bestseller Lists,Minimalist/Modern,1,0,0,1,Digital Notes,0,1,1,0,0,Mythology/History,0,145016,944,3608,Yes,No,2,Recycled Wood,Yes,One-time Purchase,No
RESP_2019,35+,Tier 2,Creative/Freelancer,4,Physical Books,Escape/Relax,<15m,1,Social Media/Influencers,Minimalist/Modern,0,1,0,1,Dog-ear,0,0,1,1,0,Sci-Fi,1-3,3462,430,1772,No,No,3,Handloom Fabric,Yes,Monthly Surprise Box,No
RESP_2020,25-34,Tier 2,Creative/Freelancer,13,Hybrid,Social Status,15-30m,2,Peer Recommendations,Minimalist/Modern,0,0,0,0,Sticky Tabs,1,0,0,0,0,Sci-Fi,1-3,4232,580,2095,No,No,5,Handloom Fabric,No,Monthly Surprise Box,No
RESP_2021,35+,Tier 2,Other,3,Physical Books,Digital Detox,<15m,5,Social Media/Influencers,Dark Academia/Vintage,0,1,0,1,Sticky Tabs,0,0,0,1,0,Romance,0,5009,604,2948,Yes,Yes,5,Recycled Wood,No,Monthly Surprise Box,Maybe
RESP_2022,18-24,Tier 1,Student,12,Hybrid,Digital Detox,30-60m,5,Social Media/Influencers,Dark Academia/Vintage,1,1,0,0,Dog-ear,1,0,0,1,1,Sci-Fi,1-3,8018,601,2340,Yes,Yes,1,Recycled Wood,No,Monthly Surprise Box,Yes
RESP_2023,18-24,Tier 1,Corporate,14,Hybrid,Digital Detox,<15m,2,Social Media/Influencers,Minimalist/Modern,0,0,0,1,None,1,1,0,0,1,Self-Help,7+,10973,1005,3483,Yes,No,5,Recycled Wood,No,One-time Purchase,No
RESP_2024,25-34,Tier 2,Student,7,Physical Books,Digital Detox,15-30m,1,Peer Recommendations,Minimalist/Modern,1,0,0,1,Sticky Tabs,0,0,1,1,0,Mythology/History,1-3,6277,684,2419,Yes,No,3,Metallic,No,One-time Purchase,No
RESP_2025,25-34,Tier 1,Creative/Freelancer,11,Physical Books,Digital Detox,<15m,3,Peer Recommendations,Minimalist/Modern,1,0,0,1,Digital Notes,1,0,1,0,0,Mythology/History,4-6,10838,792,2684,Yes,No,2,Metallic,Yes,Monthly Surprise Box,No
RESP_2026,25-34,Tier 1,Student,11,Audiobooks,Escape/Relax,30-60m,1,Bestseller Lists,Minimalist/Modern,0,1,1,0,Sticky Tabs,1,1,1,1,1,Self-Help,7+,11794,1086,4042,Yes,No,3,Metallic,No,Monthly Surprise Box,No
RESP_2027,25-34,Tier 1,Creative/Freelancer,12,Physical Books,Escape/Relax,15-30m,5,Bestseller Lists,Dark Academia/Vintage,0,1,1,1,None,0,1,1,1,0,Mythology/History,1-3,9407,783,3162,Yes,Yes,5,Genuine Leather,Yes,Monthly Surprise Box,Maybe
RESP_2028,25-34,Tier 1,Corporate,6,Hybrid,Escape/Relax,30-60m,1,Social Media/Influencers,Minimalist/Modern,0,0,1,1,Digital Notes,1,1,0,0,1,Romance,0,11700,953,3204,Yes,No,3,Handloom Fabric,No,Monthly Surprise Box,No
RESP_2029,25-34,Tier 1,Corporate,13,Physical Books,Learn/Grow,30-60m,1,Social Media/Influencers,Minimalist/Modern,1,1,1,1,None,0,0,1,1,1,Mythology/History,4-6,6535,805,3396,Yes,No,2,Genuine Leather,No,Monthly Surprise Box,No
RESP_2030,18-24,Tier 1,Student,11,Hybrid,Learn/Grow,15-30m,2,Bestseller Lists,Minimalist/Modern,1,0,0,1,Sticky Tabs,1,0,0,0,1,Self-Help,1-3,8306,668,2713,Yes,No,4,Handloom Fabric,No,Monthly Surprise Box,No
RESP_2031,25-34,Tier 1,Creative/Freelancer,11,Audiobooks,Social Status,30-60m,5,Peer Recommendations,Dark Academia/Vintage,1,0,1,1,Digital Notes,0,0,1,0,0,Self-Help,7+,5098,746,2838,Yes,Yes,4,Metallic,No,One-time Purchase,Yes
RESP_2032,18-24,Tier 1,Corporate,10,Physical Books,Escape/Relax,<15m,2,Social Media/Influencers,Minimalist/Modern,0,1,0,0,None,0,0,1,1,1,Mythology/History,1-3,4540,555,2477,No,No,5,Recycled Wood,No,One-time Purchase,No
RESP_2033,18-24,Tier 3,Corporate,12,E-books/Kindle,Escape/Relax,30-60m,2,Social Media/Influencers,Minimalist/Modern,1,0,1,1,None,1,0,1,0,1,Mythology/History,0,3830,617,2196,No,No,3,Handloom Fabric,No,Monthly Surprise Box,No
RESP_2034,18-24,Tier 1,Corporate,12,E-books/Kindle,Digital Detox,15-30m,1,Peer Recommendations,Minimalist/Modern,0,0,1,1,Digital Notes,1,0,0,1,1,Romance,1-3,7668,694,2393,Yes,Yes,3,Handloom Fabric,Yes,Monthly Surprise Box,No
RESP_2035,35+,Tier 2,Corporate,8,Physical Books,Escape/Relax,<15m,4,Social Media/Influencers,Traditional Indian/Ikat,0,1,0,0,None,1,0,0,1,1,Romance,0,4874,507,2381,No,Yes,2,Metallic,No,One-time Purchase,Maybe
RESP_2036,25-34,Tier 2,Creative/Freelancer,14,Physical Books,Learn/Grow,30-60m,2,Peer Recommendations,Minimalist/Modern,1,1,0,0,Sticky Tabs,0,0,1,1,1,Thriller/Mystery,0,4539,665,2164,No,No,4,Metallic,Yes,Monthly Surprise Box,No
RESP_2037,25-34,Tier 1,Other,11,Physical Books,Digital Detox,30-60m,5,Bestseller Lists,Dark Academia/Vintage,0,0,1,0,None,0,0,1,0,0,Thriller/Mystery,4-6,7776,667,2525,Yes,Yes,4,Handloom Fabric,No,Monthly Surprise Box,Maybe
RESP_2038,25-34,Tier 1,Corporate,9,Physical Books,Digital Detox,15-30m,4,Bestseller Lists,Traditional Indian/Ikat,1,0,1,0,Digital Notes,0,1,1,0,1,Self-Help,4-6,6553,682,2944,Yes,Yes,4,Metallic,No,Monthly Surprise Box,Maybe
RESP_2039,18-24,Tier 2,Other,6,E-books/Kindle,Escape/Relax,15-30m,3,Bestseller Lists,Minimalist/Modern,0,0,0,0,None,1,0,1,0,0,Thriller/Mystery,1-3,5876,546,2111,Yes,No,5,Recycled Wood,No,Monthly Surprise Box,No
RESP_2040,25-34,Tier 2,Other,9,Physical Books,Social Status,15-30m,2,Peer Recommendations,Minimalist/Modern,0,0,1,0,Dog-ear,0,1,1,0,0,Mythology/History,1-3,2876,581,2267,No,No,1,Metallic,No,Monthly Surprise Box,No
RESP_2041,25-34,Tier 2,Corporate,14,E-books/Kindle,Social Status,<15m,5,Peer Recommendations,Traditional Indian/Ikat,0,0,1,0,Sticky Tabs,1,1,0,0,1,Self-Help,7+,6421,613,2168,Yes,Yes,2,Handloom Fabric,No,One-time Purchase,Yes
RESP_2042,18-24,Tier 1,Other,10,Hybrid,Social Status,30-60m,3,Peer Recommendations,Minimalist/Modern,1,0,1,1,None,1,1,0,0,0,Thriller/Mystery,1-3,10385,775,2592,Yes,Yes,5,Metallic,Yes,Monthly Surprise Box,Maybe
RESP_2043,25-34,Tier 3,Corporate,10,E-books/Kindle,Learn/Grow,30-60m,4,Bestseller Lists,Dark Academia/Vintage,0,1,1,0,Sticky Tabs,1,1,0,1,1,Thriller/Mystery,4-6,911,437,2158,No,Yes,4,Recycled Wood,No,Monthly Surprise Box,Yes
RESP_2044,18-24,Tier 1,Student,12,E-books/Kindle,Learn/Grow,15-30m,5,Bestseller Lists,Dark Academia/Vintage,0,1,0,0,Dog-ear,1,1,0,1,1,Thriller/Mystery,1-3,6799,685,2671,Yes,Yes,3,Handloom Fabric,No,One-time Purchase,Maybe
RESP_2045,25-34,Tier 1,Other,11,Physical Books,Escape/Relax,15-30m,1,Bestseller Lists,Minimalist/Modern,1,0,0,1,Dog-ear,0,1,0,0,0,Self-Help,4-6,7660,838,2810,Yes,Yes,5,Metallic,No,Monthly Surprise Box,Maybe
RESP_2046,18-24,Tier 2,Creative/Freelancer,9,Physical Books,Digital Detox,30-60m,3,Social Media/Influencers,Minimalist/Modern,1,0,0,1,Dog-ear,0,0,1,0,1,Self-Help,7+,5307,750,2943,Yes,No,2,Metallic,No,Monthly Surprise Box,No
RESP_2047,18-24,Tier 1,Student,14,E-books/Kindle,Social Status,15-30m,1,Peer Recommendations,Minimalist/Modern,1,1,0,0,Sticky Tabs,1,0,1,1,1,Mythology/History,0,5905,626,2924,Yes,Yes,4,Handloom Fabric,Yes,One-time Purchase,No
RESP_2048,25-34,Tier 3,Corporate,8,Audiobooks,Learn/Grow,15-30m,4,Peer Recommendations,Dark Academia/Vintage,1,0,1,0,Sticky Tabs,0,0,1,0,1,Sci-Fi,1-3,3333,495,2444,No,Yes,4,Metallic,No,One-time Purchase,No
RESP_2049,25-34,Tier 1,Corporate,8,E-books/Kindle,Escape/Relax,30-60m,2,Peer Recommendations,Minimalist/Modern,1,0,1,0,None,1,0,0,1,1,Sci-Fi,1-3,8505,915,3125,Yes,No,1,Genuine Leather,Yes,One-time Purchase,No
RESP_2050,25-34,Tier 1,Corporate,10,Hybrid,Digital Detox,15-30m,4,Social Media/Influencers,Dark Academia/Vintage,0,0,0,1,None,1,0,0,0,1,Romance,4-6,15349,1233,4297,Yes,Yes,3,Recycled Wood,Yes,Monthly Surprise Box,Maybe
RESP_2051,18-24,Tier 1,Corporate,21,E-books/Kindle,Social Status,30-60m,3,Social Media/Influencers,Minimalist/Modern,1,0,0,0,Dog-ear,0,0,1,1,1,Thriller/Mystery,4-6,6375,608,2308,Yes,No,2,Metallic,Yes,Monthly Surprise Box,Maybe
RESP_2052,25-34,Tier 1,Student,3,Physical Books,Social Status,15-30m,3,Social Media/Influencers,Minimalist/Modern,0,0,1,0,Sticky Tabs,0,0,1,0,1,Self-Help,4-6,6920,555,2771,Yes,No,2,Handloom Fabric,No,One-time Purchase,No
RESP_2053,18-24,Tier 2,Corporate,7,Hybrid,Digital Detox,30-60m,2,Social Media/Influencers,Minimalist/Modern,1,0,0,1,Sticky Tabs,1,0,0,0,1,Self-Help,4-6,5142,466,2227,Yes,Yes,1,Metallic,No,Monthly Surprise Box,Yes
RESP_2054,18-24,Tier 1,Creative/Freelancer,8,E-books/Kindle,Learn/Grow,15-30m,1,Peer Recommendations,Minimalist/Modern,1,0,0,0,None,1,0,0,0,1,Thriller/Mystery,1-3,4631,603,2520,No,No,4,Metallic,Yes,One-time Purchase,No
RESP_2055,25-34,Tier 2,Corporate,10,E-books/Kindle,Social Status,1hr+,3,Peer Recommendations,Minimalist/Modern,1,0,0,1,Sticky Tabs,1,0,1,0,1,Romance,1-3,154544,638,2244,Yes,No,3,Handloom Fabric,Yes,One-time Purchase,No
RESP_2056,25-34,Tier 3,Corporate,15,Hybrid,Learn/Grow,30-60m,4,Social Media/Influencers,Traditional Indian/Ikat,1,1,1,0,Dog-ear,1,1,0,1,1,Thriller/Mystery,1-3,2262,583,2543,No,Yes,5,Recycled Wood,Yes,One-time Purchase,Yes
RESP_2057,25-34,Tier 2,Student,6,E-books/Kindle,Escape/Relax,<15m,5,Social Media/Influencers,Traditional Indian/Ikat,1,1,0,0,Sticky Tabs,0,0,0,1,0,Mythology/History,1-3,2441,595,2091,No,Yes,4,Metallic,No,Monthly Surprise Box,Maybe
RESP_2058,35+,Tier 1,Corporate,11,Physical Books,Social Status,30-60m,2,Bestseller Lists,Minimalist/Modern,0,0,1,0,Digital Notes,0,0,1,0,1,Sci-Fi,4-6,7521,796,3301,Yes,Yes,3,Handloom Fabric,Yes,Monthly Surprise Box,No
RESP_2059,18-24,Tier 1,Corporate,14,Physical Books,Digital Detox,15-30m,4,Peer Recommendations,Traditional Indian/Ikat,1,1,0,0,Sticky Tabs,0,1,0,1,1,Sci-Fi,1-3,9677,720,2906,Yes,Yes,1,Recycled Wood,No,One-time Purchase,Yes
RESP_2060,35+,Tier 2,Creative/Freelancer,13,Physical Books,Escape/Relax,15-30m,4,Bestseller Lists,Dark Academia/Vintage,1,1,1,0,Digital Notes,0,1,1,1,0,Self-Help,1-3,4282,484,1828,No,Yes,3,Genuine Leather,No,One-time Purchase,Yes
RESP_2061,35+,Tier 2,Corporate,6,Physical Books,Social Status,<15m,2,Bestseller Lists,Minimalist/Modern,1,0,1,0,Digital Notes,1,0,1,0,1,Self-Help,4-6,2879,412,1727,No,No,1,Handloom Fabric,Yes,Monthly Surprise Box,No
RESP_2062,18-24,Tier 2,Student,13,Physical Books,Social Status,30-60m,1,Peer Recommendations,Minimalist/Modern,1,1,1,0,None,0,0,1,1,1,Romance,1-3,5613,563,1933,Yes,No,3,Handloom Fabric,No,Monthly Surprise Box,No
RESP_2063,25-34,Tier 1,Corporate,7,E-books/Kindle,Learn/Grow,15-30m,4,Bestseller Lists,Traditional Indian/Ikat,1,1,0,0,Dog-ear,1,1,0,1,1,Romance,7+,6338,670,2934,Yes,Yes,1,Genuine Leather,No,One-time Purchase,No
RESP_2064,18-24,Tier 1,Student,16,Hybrid,Learn/Grow,15-30m,1,Bestseller Lists,Minimalist/Modern,0,0,0,0,None,1,0,1,0,0,Romance,4-6,7451,630,2554,Yes,No,4,Metallic,No,Monthly Surprise Box,No
RESP_2065,18-24,Tier 1,Student,8,Hybrid,Digital Detox,30-60m,3,Bestseller Lists,Minimalist/Modern,1,0,0,0,Dog-ear,1,0,1,0,1,Sci-Fi,4-6,14191,974,3135,Yes,No,2,Metallic,No,Monthly Surprise Box,No
RESP_2066,25-34,Tier 3,Creative/Freelancer,5,E-books/Kindle,Social Status,15-30m,1,Peer Recommendations,Minimalist/Modern,0,0,1,1,None,1,0,1,0,1,Romance,1-3,119652,552,2517,Yes,No,5,Genuine Leather,Yes,One-time Purchase,No
RESP_2067,25-34,Tier 3,Creative/Freelancer,7,E-books/Kindle,Escape/Relax,1hr+,2,Social Media/Influencers,Minimalist/Modern,1,1,1,1,Sticky Tabs,1,0,1,1,0,Thriller/Mystery,7+,2729,546,2215,No,No,1,Handloom Fabric,No,One-time Purchase,No
RESP_2068,35+,Tier 3,Creative/Freelancer,8,Physical Books,Escape/Relax,30-60m,5,Social Media/Influencers,Dark Academia/Vintage,1,1,0,1,Sticky Tabs,0,0,0,1,0,Sci-Fi,7+,147623,636,2502,No,Yes,5,Metallic,No,Monthly Surprise Box,No
RESP_2069,25-34,Tier 2,Student,10,Hybrid,Escape/Relax,<15m,2,Peer Recommendations,Minimalist/Modern,0,0,0,0,Dog-ear,1,0,1,0,0,Romance,7+,14256,1093,3891,Yes,No,5,Metallic,Yes,One-time Purchase,No
RESP_2070,35+,Tier 2,Student,8,E-books/Kindle,Learn/Grow,<15m,1,Social Media/Influencers,Minimalist/Modern,1,0,1,0,Dog-ear,0,0,0,0,0,Romance,1-3,6589,758,2947,Yes,No,2,Genuine Leather,Yes,One-time Purchase,No
RESP_2071,25-34,Tier 2,Corporate,9,Physical Books,Digital Detox,30-60m,2,Social Media/Influencers,Minimalist/Modern,0,0,1,0,Dog-ear,1,0,1,0,1,Mythology/History,0,7679,590,2284,Yes,No,2,Metallic,Yes,One-time Purchase,No
RESP_2072,25-34,Tier 1,Other,8,Physical Books,Digital Detox,30-60m,4,Bestseller Lists,Traditional Indian/Ikat,1,0,0,0,None,0,1,1,0,0,Thriller/Mystery,1-3,10241,776,3412,Yes,Yes,5,Recycled Wood,No,One-time Purchase,Yes
RESP_2073,18-24,Tier 1,Corporate,5,Physical Books,Learn/Grow,1hr+,3,Peer Recommendations,Minimalist/Modern,0,0,0,0,Digital Notes,1,1,1,1,1,Thriller/Mystery,1-3,6629,581,2460,Yes,No,3,Handloom Fabric,Yes,Monthly Surprise Box,No
RESP_2074,25-34,Tier 3,Corporate,9,Physical Books,Digital Detox,<15m,3,Bestseller Lists,Minimalist/Modern,0,0,0,1,Sticky Tabs,0,0,1,0,1,Romance,1-3,3441,442,2418,No,No,2,Genuine Leather,Yes,One-time Purchase,No
RESP_2075,35+,Tier 1,Corporate,4,Audiobooks,Learn/Grow,15-30m,4,Peer Recommendations,Dark Academia/Vintage,0,1,1,0,Dog-ear,0,0,0,1,1,Thriller/Mystery,0,3962,655,2506,No,Yes,4,Genuine Leather,Yes,One-time Purchase,Maybe
RESP_2076,18-24,Tier 1,Corporate,11,E-books/Kindle,Learn/Grow,30-60m,4,Peer Recommendations,Traditional Indian/Ikat,0,1,1,1,Dog-ear,1,0,0,1,1,Self-Help,4-6,5950,707,2910,Yes,Yes,4,Genuine Leather,Yes,Monthly Surprise Box,Maybe
RESP_2077,35+,Tier 2,Corporate,8,Physical Books,Escape/Relax,30-60m,5,Bestseller Lists,Dark Academia/Vintage,0,1,0,0,Dog-ear,0,1,1,1,1,Self-Help,1-3,10783,954,3445,Yes,Yes,5,Genuine Leather,No,Monthly Surprise Box,No
RESP_2078,25-34,Tier 3,Creative/Freelancer,8,Hybrid,Digital Detox,30-60m,4,Social Media/Influencers,Traditional Indian/Ikat,1,1,0,1,Sticky Tabs,0,0,0,1,0,Sci-Fi,0,4512,550,2222,No,Yes,4,Handloom Fabric,No,Monthly Surprise Box,Yes
RESP_2079,18-24,Tier 1,Corporate,5,E-books/Kindle,Escape/Relax,30-60m,3,Social Media/Influencers,Minimalist/Modern,1,0,0,1,None,1,0,0,0,1,Self-Help,1-3,165620,952,3589,Yes,No,1,Recycled Wood,No,One-time Purchase,No
RESP_2080,18-24,Tier 1,Student,10,Hybrid,Learn/Grow,<15m,4,Social Media/Influencers,Dark Academia/Vintage,1,0,0,0,None,1,0,0,0,0,Mythology/History,1-3,4873,581,2236,No,Yes,2,Metallic,No,One-time Purchase,Maybe
RESP_2081,25-34,Tier 1,Student,4,Physical Books,Social Status,1hr+,2,Bestseller Lists,Minimalist/Modern,0,1,0,1,Sticky Tabs,0,0,1,1,0,Romance,1-3,4780,616,2823,No,Yes,3,Metallic,No,Monthly Surprise Box,No
RESP_2082,35+,Tier 3,Other,8,Physical Books,Learn/Grow,15-30m,1,Bestseller Lists,Minimalist/Modern,1,0,1,0,Digital Notes,0,1,1,1,0,Self-Help,1-3,1649,452,2104,No,No,1,Handloom Fabric,Yes,One-time Purchase,No
RESP_2083,25-34,Tier 1,Corporate,14,Physical Books,Digital Detox,15-30m,4,Bestseller Lists,Traditional Indian/Ikat,1,1,1,0,Digital Notes,0,0,1,1,1,Self-Help,1-3,14172,974,3323,Yes,Yes,5,Recycled Wood,No,Monthly Surprise Box,Maybe
RESP_2084,18-24,Tier 2,Student,6,Audiobooks,Learn/Grow,1hr+,1,Bestseller Lists,Minimalist/Modern,1,0,0,1,Dog-ear,0,0,1,1,1,Sci-Fi,1-3,6245,513,1939,Yes,Yes,2,Metallic,No,One-time Purchase,No
RESP_2085,35+,Tier 2,Corporate,8,Physical Books,Social Status,30-60m,2,Social Media/Influencers,Minimalist/Modern,1,0,0,0,Dog-ear,1,0,1,0,1,Thriller/Mystery,1-3,4017,450,2163,No,No,1,Genuine Leather,No,One-time Purchase,No
RESP_2086,25-34,Tier 1,Other,9,E-books/Kindle,Social Status,15-30m,3,Social Media/Influencers,Minimalist/Modern,1,0,0,1,None,0,0,0,0,0,Thriller/Mystery,1-3,136210,714,2742,Yes,Yes,4,Recycled Wood,No,One-time Purchase,No
RESP_2087,25-34,Tier 3,Other,10,Physical Books,Social Status,15-30m,1,Bestseller Lists,Minimalist/Modern,1,0,0,0,Sticky Tabs,0,0,1,0,0,Mythology/History,1-3,2508,352,1973,No,No,5,Handloom Fabric,No,One-time Purchase,No
RESP_2088,18-24,Tier 1,Corporate,11,Physical Books,Escape/Relax,30-60m,3,Social Media/Influencers,Minimalist/Modern,0,0,0,1,None,0,0,0,0,1,Romance,1-3,5647,672,3103,Yes,No,4,Handloom Fabric,Yes,One-time Purchase,No
RESP_2089,18-24,Tier 1,Corporate,10,Physical Books,Social Status,30-60m,3,Social Media/Influencers,Minimalist/Modern,0,1,1,0,Digital Notes,1,0,0,1,1,Thriller/Mystery,4-6,5728,596,2263,Yes,No,1,Genuine Leather,Yes,One-time Purchase,No
RESP_2090,25-34,Tier 1,Creative/Freelancer,14,Physical Books,Social Status,15-30m,3,Bestseller Lists,Minimalist/Modern,1,0,0,1,Digital Notes,0,0,1,0,0,Thriller/Mystery,0,4376,562,2065,No,No,3,Genuine Leather,No,One-time Purchase,No
RESP_2091,18-24,Tier 1,Other,8,Hybrid,Learn/Grow,<15m,3,Peer Recommendations,Minimalist/Modern,1,0,1,0,Dog-ear,1,0,0,0,0,Mythology/History,1-3,8586,750,2944,Yes,Yes,4,Genuine Leather,No,Monthly Surprise Box,Maybe
RESP_2092,25-34,Tier 3,Other,14,E-books/Kindle,Escape/Relax,15-30m,5,Peer Recommendations,Traditional Indian/Ikat,0,1,0,0,None,1,1,1,1,0,Romance,7+,3374,492,2071,No,Yes,5,Handloom Fabric,Yes,Monthly Surprise Box,Yes
RESP_2093,25-34,Tier 3,Student,11,Physical Books,Digital Detox,15-30m,1,Peer Recommendations,Minimalist/Modern,1,0,0,1,None,1,0,1,0,0,Romance,0,3112,485,2112,No,Yes,3,Recycled Wood,No,Monthly Surprise Box,Maybe
RESP_2094,18-24,Tier 3,Corporate,10,Physical Books,Escape/Relax,15-30m,2,Social Media/Influencers,Minimalist/Modern,0,0,0,0,None,0,1,1,0,1,Mythology/History,1-3,142413,406,2427,No,Yes,5,Metallic,Yes,One-time Purchase,No
RESP_2095,18-24,Tier 3,Creative/Freelancer,12,Hybrid,Escape/Relax,1hr+,1,Bestseller Lists,Minimalist/Modern,0,0,0,0,Digital Notes,1,0,0,0,0,Thriller/Mystery,1-3,3328,559,2834,No,Yes,2,Genuine Leather,No,One-time Purchase,Yes
RESP_2096,18-24,Tier 1,Corporate,4,Hybrid,Escape/Relax,1hr+,2,Social Media/Influencers,Minimalist/Modern,0,0,0,0,Sticky Tabs,1,0,0,0,1,Self-Help,4-6,10669,1000,3339,Yes,No,2,Metallic,Yes,Monthly Surprise Box,No
RESP_2097,25-34,Tier 1,Other,12,E-books/Kindle,Digital Detox,30-60m,3,Peer Recommendations,Minimalist/Modern,1,1,0,0,Digital Notes,1,1,0,1,1,Mythology/History,0,11959,926,2940,Yes,No,2,Metallic,No,Monthly Surprise Box,No
RESP_2098,18-24,Tier 1,Creative/Freelancer,12,E-books/Kindle,Social Status,30-60m,1,Peer Recommendations,Minimalist/Modern,1,0,1,1,None,1,1,0,1,1,Thriller/Mystery,0,5623,709,2411,Yes,Yes,2,Recycled Wood,No,One-time Purchase,No
RESP_2099,18-24,Tier 2,Creative/Freelancer,13,Hybrid,Learn/Grow,15-30m,5,Bestseller Lists,Dark Academia/Vintage,0,1,0,1,Digital Notes,1,0,0,1,0,Mythology/History,4-6,3736,643,2545,No,Yes,2,Handloom Fabric,No,One-time Purchase,Maybe
RESP_2100,18-24,Tier 1,Creative/Freelancer,12,E-books/Kindle,Social Status,<15m,2,Bestseller Lists,Minimalist/Modern,1,1,1,0,None,1,0,1,1,0,Self-Help,0,7460,767,2681,Yes,No,4,Metallic,No,Monthly Surprise Box,No
RESP_2101,25-34,Tier 1,Corporate,9,E-books/Kindle,Learn/Grow,<15m,4,Peer Recommendations,Dark Academia/Vintage,0,1,0,0,None,1,0,0,1,1,Thriller/Mystery,0,7263,657,2838,Yes,Yes,5,Recycled Wood,No,Monthly Surprise Box,Maybe
RESP_2102,18-24,Tier 2,Corporate,11,E-books/Kindle,Digital Detox,<15m,5,Bestseller Lists,Dark Academia/Vintage,1,1,1,0,Sticky Tabs,0,0,1,1,1,Romance,4-6,4355,678,2694,No,Yes,4,Genuine Leather,No,Monthly Surprise Box,Yes
RESP_2103,25-34,Tier 2,Student,3,E-books/Kindle,Digital Detox,15-30m,1,Social Media/Influencers,Minimalist/Modern,1,1,1,0,Digital Notes,1,0,0,1,0,Mythology/History,0,3011,367,1758,No,Yes,1,Genuine Leather,No,Monthly Surprise Box,No
RESP_2104,18-24,Tier 3,Creative/Freelancer,9,E-books/Kindle,Escape/Relax,15-30m,1,Social Media/Influencers,Minimalist/Modern,1,0,0,0,Dog-ear,0,0,1,0,0,Self-Help,4-6,2608,503,2185,No,Yes,5,Metallic,Yes,One-time Purchase,Yes
RESP_2105,25-34,Tier 1,Corporate,7,Audiobooks,Learn/Grow,15-30m,5,Bestseller Lists,Dark Academia/Vintage,0,1,1,0,Digital Notes,1,1,1,1,1,Mythology/History,4-6,16681,1176,3490,Yes,Yes,3,Handloom Fabric,Yes,Monthly Surprise Box,Yes
RESP_2106,18-24,Tier 2,Student,4,Hybrid,Social Status,15-30m,1,Social Media/Influencers,Minimalist/Modern,1,1,0,1,Dog-ear,1,0,0,1,1,Sci-Fi,1-3,6672,574,2446,Yes,No,5,Recycled Wood,Yes,Monthly Surprise Box,No
RESP_2107,18-24,Tier 1,Student,13,Physical Books,Escape/Relax,30-60m,2,Bestseller Lists,Minimalist/Modern,0,0,1,0,Sticky Tabs,0,0,1,0,1,Romance,1-3,9908,862,3186,Yes,No,5,Recycled Wood,No,Monthly Surprise Box,No
